"Index","time","value"
2017,2014-07-08 00:00:00,4
2018,2014-07-08 00:05:00,0
2019,2014-07-08 00:10:00,0
2020,2014-07-08 00:15:00,8
2021,2014-07-08 00:20:00,16
2022,2014-07-08 00:25:00,0
2023,2014-07-08 00:30:00,0
2024,2014-07-08 00:35:00,12
2025,2014-07-08 00:40:00,5
2026,2014-07-08 00:45:00,6
2027,2014-07-08 00:50:00,0
2028,2014-07-08 00:55:00,0
2029,2014-07-08 01:00:00,1
2030,2014-07-08 01:05:00,0
2031,2014-07-08 01:10:00,0
2032,2014-07-08 01:15:00,3
2033,2014-07-08 01:20:00,0
2034,2014-07-08 01:25:00,0
2035,2014-07-08 01:30:00,0
2036,2014-07-08 01:35:00,1
2037,2014-07-08 01:40:00,1
2038,2014-07-08 01:45:00,0
2039,2014-07-08 01:50:00,0
2040,2014-07-08 01:55:00,0
2041,2014-07-08 02:00:00,0
2042,2014-07-08 02:05:00,0
2043,2014-07-08 02:10:00,1
2044,2014-07-08 02:15:00,0
2045,2014-07-08 02:20:00,0
2046,2014-07-08 02:25:00,0
2047,2014-07-08 02:30:00,0
2048,2014-07-08 02:35:00,0
2049,2014-07-08 02:40:00,0
2050,2014-07-08 02:45:00,0
2051,2014-07-08 02:50:00,0
2052,2014-07-08 02:55:00,0
2053,2014-07-08 03:00:00,6
2054,2014-07-08 03:05:00,0
2055,2014-07-08 03:10:00,0
2056,2014-07-08 03:15:00,0
2057,2014-07-08 03:20:00,0
2058,2014-07-08 03:25:00,0
2059,2014-07-08 03:30:00,0
2060,2014-07-08 03:35:00,0
2061,2014-07-08 03:40:00,0
2062,2014-07-08 03:45:00,0
2063,2014-07-08 03:50:00,0
2064,2014-07-08 03:55:00,0
2065,2014-07-08 04:00:00,0
2066,2014-07-08 04:05:00,0
2067,2014-07-08 04:10:00,0
2068,2014-07-08 04:15:00,0
2069,2014-07-08 04:20:00,0
2070,2014-07-08 04:25:00,0
2071,2014-07-08 04:30:00,0
2072,2014-07-08 04:35:00,0
2073,2014-07-08 04:40:00,0
2074,2014-07-08 04:45:00,0
2075,2014-07-08 04:50:00,0
2076,2014-07-08 04:55:00,2
2077,2014-07-08 05:00:00,5
2078,2014-07-08 05:05:00,0
2079,2014-07-08 05:10:00,0
2080,2014-07-08 05:15:00,0
2081,2014-07-08 05:20:00,0
2082,2014-07-08 05:25:00,6
2083,2014-07-08 05:30:00,0
2084,2014-07-08 05:35:00,0
2085,2014-07-08 05:40:00,6
2086,2014-07-08 05:45:00,0
2087,2014-07-08 05:50:00,4
2088,2014-07-08 05:55:00,4
2089,2014-07-08 06:00:00,0
2090,2014-07-08 06:05:00,0
2091,2014-07-08 06:10:00,0
2092,2014-07-08 06:15:00,6
2093,2014-07-08 06:20:00,0
2094,2014-07-08 06:25:00,0
2095,2014-07-08 06:30:00,0
2096,2014-07-08 06:35:00,0
2097,2014-07-08 06:40:00,0
2098,2014-07-08 06:45:00,0
2099,2014-07-08 06:50:00,0
2100,2014-07-08 06:55:00,0
2101,2014-07-08 07:00:00,0
2102,2014-07-08 07:05:00,0
2103,2014-07-08 07:10:00,0
2104,2014-07-08 07:15:00,0
2105,2014-07-08 07:20:00,0
2106,2014-07-08 07:25:00,0
2107,2014-07-08 07:30:00,5
2108,2014-07-08 07:35:00,21
2109,2014-07-08 07:40:00,0
2110,2014-07-08 07:45:00,13
2111,2014-07-08 07:50:00,0
2112,2014-07-08 07:55:00,2
2113,2014-07-08 08:00:00,0
2114,2014-07-08 08:05:00,0
2115,2014-07-08 08:10:00,0
2116,2014-07-08 08:15:00,1
2117,2014-07-08 08:20:00,0
2118,2014-07-08 08:25:00,0
2119,2014-07-08 08:30:00,0
2120,2014-07-08 08:35:00,24
2121,2014-07-08 08:40:00,2
2122,2014-07-08 08:45:00,5
2123,2014-07-08 08:50:00,26
2124,2014-07-08 08:55:00,5
2125,2014-07-08 09:00:00,3
2126,2014-07-08 09:05:00,21
2127,2014-07-08 09:10:00,5
2128,2014-07-08 09:15:00,0
2129,2014-07-08 09:20:00,8
2130,2014-07-08 09:25:00,0
2131,2014-07-08 09:30:00,16
2132,2014-07-08 09:35:00,4
2133,2014-07-08 09:40:00,0
2134,2014-07-08 09:45:00,6
2135,2014-07-08 09:50:00,21
2136,2014-07-08 09:55:00,8
2137,2014-07-08 10:00:00,0
2138,2014-07-08 10:05:00,8
2139,2014-07-08 10:10:00,0
2140,2014-07-08 10:15:00,0
2141,2014-07-08 10:20:00,0
2142,2014-07-08 10:25:00,10
2143,2014-07-08 10:30:00,4
2144,2014-07-08 10:35:00,0
2145,2014-07-08 10:40:00,27
2146,2014-07-08 10:45:00,25
2147,2014-07-08 10:50:00,1
2148,2014-07-08 10:55:00,1
2149,2014-07-08 11:00:00,0
2150,2014-07-08 11:05:00,1
2151,2014-07-08 11:10:00,0
2152,2014-07-08 11:15:00,4
2153,2014-07-08 11:20:00,17
2154,2014-07-08 11:25:00,2
2155,2014-07-08 11:30:00,5
2156,2014-07-08 11:35:00,0
2157,2014-07-08 11:40:00,3
2158,2014-07-08 11:45:00,7
2159,2014-07-08 11:50:00,5
2160,2014-07-08 11:55:00,16
2161,2014-07-08 12:00:00,9
2162,2014-07-08 12:05:00,11
2163,2014-07-08 12:10:00,8
2164,2014-07-08 12:15:00,14
2165,2014-07-08 12:20:00,0
2166,2014-07-08 12:25:00,0
2167,2014-07-08 12:30:00,3
2168,2014-07-08 12:35:00,1
2169,2014-07-08 12:40:00,31
2170,2014-07-08 12:45:00,19
2171,2014-07-08 12:50:00,0
2172,2014-07-08 12:55:00,0
2173,2014-07-08 13:00:00,0
2174,2014-07-08 13:05:00,0
2175,2014-07-08 13:10:00,0
2176,2014-07-08 13:15:00,0
2177,2014-07-08 13:20:00,6
2178,2014-07-08 13:25:00,8
2179,2014-07-08 13:30:00,0
2180,2014-07-08 13:35:00,7
2181,2014-07-08 13:40:00,11
2182,2014-07-08 13:45:00,9
2183,2014-07-08 13:50:00,4
2184,2014-07-08 13:55:00,5
2185,2014-07-08 14:00:00,10
2186,2014-07-08 14:05:00,0
2187,2014-07-08 14:10:00,0
2188,2014-07-08 14:15:00,1
2189,2014-07-08 14:20:00,0
2190,2014-07-08 14:25:00,0
2191,2014-07-08 14:30:00,0
2192,2014-07-08 14:35:00,16
2193,2014-07-08 14:40:00,3
2194,2014-07-08 14:45:00,4
2195,2014-07-08 14:50:00,0
2196,2014-07-08 14:55:00,4
2197,2014-07-08 15:00:00,0
2198,2014-07-08 15:05:00,1
2199,2014-07-08 15:10:00,3
2200,2014-07-08 15:15:00,3
2201,2014-07-08 15:20:00,0
2202,2014-07-08 15:25:00,1
2203,2014-07-08 15:30:00,1
2204,2014-07-08 15:35:00,0
2205,2014-07-08 15:40:00,9
2206,2014-07-08 15:45:00,3
2207,2014-07-08 15:50:00,1
2208,2014-07-08 15:55:00,1
2209,2014-07-08 16:00:00,6
2210,2014-07-08 16:05:00,0
2211,2014-07-08 16:10:00,5
2212,2014-07-08 16:15:00,3
2213,2014-07-08 16:20:00,0
2214,2014-07-08 16:25:00,7
2215,2014-07-08 16:30:00,0
2216,2014-07-08 16:35:00,0
2217,2014-07-08 16:40:00,0
2218,2014-07-08 16:45:00,11
2219,2014-07-08 16:50:00,2
2220,2014-07-08 16:55:00,3
2221,2014-07-08 17:00:00,11
2222,2014-07-08 17:05:00,0
2223,2014-07-08 17:10:00,0
2224,2014-07-08 17:15:00,3
2225,2014-07-08 17:20:00,0
2226,2014-07-08 17:25:00,8
2227,2014-07-08 17:30:00,4
2228,2014-07-08 17:35:00,2
2229,2014-07-08 17:40:00,0
2230,2014-07-08 17:45:00,0
2231,2014-07-08 17:50:00,0
2232,2014-07-08 17:55:00,0
2233,2014-07-08 18:00:00,12
2234,2014-07-08 18:05:00,12
2235,2014-07-08 18:10:00,0
2236,2014-07-08 18:15:00,9
2237,2014-07-08 18:20:00,3
2238,2014-07-08 18:25:00,0
2239,2014-07-08 18:30:00,8
2240,2014-07-08 18:35:00,6
2241,2014-07-08 18:40:00,0
2242,2014-07-08 18:45:00,7
2243,2014-07-08 18:50:00,0
2244,2014-07-08 18:55:00,9
2245,2014-07-08 19:00:00,8
2246,2014-07-08 19:05:00,6
2247,2014-07-08 19:10:00,10
2248,2014-07-08 19:15:00,9
2249,2014-07-08 19:20:00,5
2250,2014-07-08 19:25:00,10
2251,2014-07-08 19:30:00,1
2252,2014-07-08 19:35:00,20
2253,2014-07-08 19:40:00,1
2254,2014-07-08 19:45:00,4
2255,2014-07-08 19:50:00,0
2256,2014-07-08 19:55:00,10
2257,2014-07-08 20:00:00,8
2258,2014-07-08 20:05:00,6
2259,2014-07-08 20:10:00,8
2260,2014-07-08 20:15:00,0
2261,2014-07-08 20:20:00,4
2262,2014-07-08 20:25:00,6
2263,2014-07-08 20:30:00,0
2264,2014-07-08 20:35:00,1
2265,2014-07-08 20:40:00,0
2266,2014-07-08 20:45:00,4
2267,2014-07-08 20:50:00,13
2268,2014-07-08 20:55:00,8
2269,2014-07-08 21:00:00,5
2270,2014-07-08 21:05:00,8
2271,2014-07-08 21:10:00,7
2272,2014-07-08 21:15:00,6
2273,2014-07-08 21:20:00,0
2274,2014-07-08 21:25:00,4
2275,2014-07-08 21:30:00,7
2276,2014-07-08 21:35:00,0
2277,2014-07-08 21:40:00,17
2278,2014-07-08 21:45:00,13
2279,2014-07-08 21:50:00,0
2280,2014-07-08 21:55:00,0
2281,2014-07-08 22:00:00,3
2282,2014-07-08 22:05:00,13
2283,2014-07-08 22:10:00,18
2284,2014-07-08 22:15:00,0
2285,2014-07-08 22:20:00,5
2286,2014-07-08 22:25:00,6
2287,2014-07-08 22:30:00,4
2288,2014-07-08 22:35:00,12
2289,2014-07-08 22:40:00,0
2290,2014-07-08 22:45:00,0
2291,2014-07-08 22:50:00,0
2292,2014-07-08 22:55:00,14
2293,2014-07-08 23:00:00,0
2294,2014-07-08 23:05:00,4
2295,2014-07-08 23:10:00,0
2296,2014-07-08 23:15:00,20
2297,2014-07-08 23:20:00,5
2298,2014-07-08 23:25:00,2
2299,2014-07-08 23:30:00,8
2300,2014-07-08 23:35:00,0
2301,2014-07-08 23:40:00,0
2302,2014-07-08 23:45:00,0
2303,2014-07-08 23:50:00,1
2304,2014-07-08 23:55:00,0
2305,2014-07-09 00:00:00,1
2306,2014-07-09 00:05:00,3
2307,2014-07-09 00:10:00,11
2308,2014-07-09 00:15:00,0
2309,2014-07-09 00:20:00,2
2310,2014-07-09 00:25:00,0
2311,2014-07-09 00:30:00,3
2312,2014-07-09 00:35:00,3
2313,2014-07-09 00:40:00,6
2314,2014-07-09 00:45:00,8
2315,2014-07-09 00:50:00,0
2316,2014-07-09 00:55:00,0
2317,2014-07-09 01:00:00,0
2318,2014-07-09 01:05:00,0
2319,2014-07-09 01:10:00,0
2320,2014-07-09 01:15:00,0
2321,2014-07-09 01:20:00,0
2322,2014-07-09 01:25:00,0
2323,2014-07-09 01:30:00,0
2324,2014-07-09 01:35:00,0
2325,2014-07-09 01:40:00,0
2326,2014-07-09 01:45:00,0
2327,2014-07-09 01:50:00,0
2328,2014-07-09 01:55:00,0
2329,2014-07-09 02:00:00,0
2330,2014-07-09 02:05:00,11
2331,2014-07-09 02:10:00,0
2332,2014-07-09 02:15:00,0
2333,2014-07-09 02:20:00,0
2334,2014-07-09 02:25:00,0
2335,2014-07-09 02:30:00,0
2336,2014-07-09 02:35:00,0
2337,2014-07-09 02:40:00,0
2338,2014-07-09 02:45:00,1
2339,2014-07-09 02:50:00,0
2340,2014-07-09 02:55:00,0
2341,2014-07-09 03:00:00,0
2342,2014-07-09 03:05:00,0
2343,2014-07-09 03:10:00,0
2344,2014-07-09 03:15:00,0
2345,2014-07-09 03:20:00,0
2346,2014-07-09 03:25:00,0
2347,2014-07-09 03:30:00,0
2348,2014-07-09 03:35:00,0
2349,2014-07-09 03:40:00,0
2350,2014-07-09 03:45:00,0
2351,2014-07-09 03:50:00,3
2352,2014-07-09 03:55:00,0
2353,2014-07-09 04:00:00,0
2354,2014-07-09 04:05:00,0
2355,2014-07-09 04:10:00,0
2356,2014-07-09 04:15:00,0
2357,2014-07-09 04:20:00,0
2358,2014-07-09 04:25:00,0
2359,2014-07-09 04:30:00,0
2360,2014-07-09 04:35:00,0
2361,2014-07-09 04:40:00,1
2362,2014-07-09 04:45:00,0
2363,2014-07-09 04:50:00,0
2364,2014-07-09 04:55:00,0
2365,2014-07-09 05:00:00,0
2366,2014-07-09 05:05:00,0
2367,2014-07-09 05:10:00,0
2368,2014-07-09 05:15:00,0
2369,2014-07-09 05:20:00,0
2370,2014-07-09 05:25:00,0
2371,2014-07-09 05:30:00,0
2372,2014-07-09 05:35:00,0
2373,2014-07-09 05:40:00,0
2374,2014-07-09 05:45:00,0
2375,2014-07-09 05:50:00,0
2376,2014-07-09 05:55:00,0
2377,2014-07-09 06:00:00,0
2378,2014-07-09 06:05:00,0
2379,2014-07-09 06:10:00,3
2380,2014-07-09 06:15:00,1
2381,2014-07-09 06:20:00,0
2382,2014-07-09 06:25:00,6
2383,2014-07-09 06:30:00,3
2384,2014-07-09 06:35:00,2
2385,2014-07-09 06:40:00,0
2386,2014-07-09 06:45:00,0
2387,2014-07-09 06:50:00,0
2388,2014-07-09 06:55:00,0
2389,2014-07-09 07:00:00,0
2390,2014-07-09 07:05:00,1
2391,2014-07-09 07:10:00,0
2392,2014-07-09 07:15:00,0
2393,2014-07-09 07:20:00,2
2394,2014-07-09 07:25:00,18
2395,2014-07-09 07:30:00,8
2396,2014-07-09 07:35:00,12
2397,2014-07-09 07:40:00,1
2398,2014-07-09 07:45:00,2
2399,2014-07-09 07:50:00,0
2400,2014-07-09 07:55:00,6
2401,2014-07-09 08:00:00,3
2402,2014-07-09 08:05:00,16
2403,2014-07-09 08:10:00,1
2404,2014-07-09 08:15:00,14
2405,2014-07-09 08:20:00,8
2406,2014-07-09 08:25:00,14
2407,2014-07-09 08:30:00,19
2408,2014-07-09 08:35:00,8
2409,2014-07-09 08:40:00,15
2410,2014-07-09 08:45:00,2
2411,2014-07-09 08:50:00,7
2412,2014-07-09 08:55:00,6
2413,2014-07-09 09:00:00,3
2414,2014-07-09 09:05:00,13
2415,2014-07-09 09:10:00,10
2416,2014-07-09 09:15:00,4
2417,2014-07-09 09:20:00,10
2418,2014-07-09 09:25:00,18
2419,2014-07-09 09:30:00,13
2420,2014-07-09 09:35:00,4
2421,2014-07-09 09:40:00,7
2422,2014-07-09 09:45:00,5
2423,2014-07-09 09:50:00,0
2424,2014-07-09 09:55:00,0
2425,2014-07-09 10:00:00,5
2426,2014-07-09 10:05:00,11
2427,2014-07-09 10:10:00,5
2428,2014-07-09 10:15:00,2
2429,2014-07-09 10:20:00,6
2430,2014-07-09 10:25:00,10
2431,2014-07-09 10:30:00,0
2432,2014-07-09 10:35:00,12
2433,2014-07-09 10:40:00,2
2434,2014-07-09 10:45:00,5
2435,2014-07-09 10:50:00,9
2436,2014-07-09 10:55:00,3
2437,2014-07-09 11:00:00,0
2438,2014-07-09 11:05:00,2
2439,2014-07-09 11:10:00,0
2440,2014-07-09 11:15:00,6
2441,2014-07-09 11:20:00,3
2442,2014-07-09 11:25:00,0
2443,2014-07-09 11:30:00,0
2444,2014-07-09 11:35:00,8
2445,2014-07-09 11:40:00,0
2446,2014-07-09 11:45:00,4
2447,2014-07-09 11:50:00,0
2448,2014-07-09 11:55:00,4
2449,2014-07-09 12:00:00,0
2450,2014-07-09 12:05:00,8
2451,2014-07-09 12:10:00,13
2452,2014-07-09 12:15:00,7
2453,2014-07-09 12:20:00,7
2454,2014-07-09 12:25:00,11
2455,2014-07-09 12:30:00,0
2456,2014-07-09 12:35:00,0
2457,2014-07-09 12:40:00,10
2458,2014-07-09 12:45:00,7
2459,2014-07-09 12:50:00,7
2460,2014-07-09 12:55:00,2
2461,2014-07-09 13:00:00,1
2462,2014-07-09 13:05:00,6
2463,2014-07-09 13:10:00,0
2464,2014-07-09 13:15:00,0
2465,2014-07-09 13:20:00,1
2466,2014-07-09 13:25:00,1
2467,2014-07-09 13:30:00,3
2468,2014-07-09 13:35:00,4
2469,2014-07-09 13:40:00,0
2470,2014-07-09 13:45:00,4
2471,2014-07-09 13:50:00,2
2472,2014-07-09 13:55:00,2
2473,2014-07-09 14:00:00,4
2474,2014-07-09 14:05:00,21
2475,2014-07-09 14:10:00,7
2476,2014-07-09 14:15:00,0
2477,2014-07-09 14:20:00,1
2478,2014-07-09 14:25:00,0
2479,2014-07-09 14:30:00,3
2480,2014-07-09 14:35:00,21
2481,2014-07-09 14:40:00,0
2482,2014-07-09 14:45:00,0
2483,2014-07-09 14:50:00,0
2484,2014-07-09 14:55:00,5
2485,2014-07-09 15:00:00,0
2486,2014-07-09 15:05:00,3
2487,2014-07-09 15:10:00,3
2488,2014-07-09 15:15:00,2
2489,2014-07-09 15:20:00,2
2490,2014-07-09 15:25:00,0
2491,2014-07-09 15:30:00,3
2492,2014-07-09 15:35:00,2
2493,2014-07-09 15:40:00,0
2494,2014-07-09 15:45:00,7
2495,2014-07-09 15:50:00,0
2496,2014-07-09 15:55:00,0
2497,2014-07-09 16:00:00,2
2498,2014-07-09 16:05:00,1
2499,2014-07-09 16:10:00,0
2500,2014-07-09 16:15:00,0
2501,2014-07-09 16:20:00,6
2502,2014-07-09 16:25:00,16
2503,2014-07-09 16:30:00,5
2504,2014-07-09 16:35:00,8
2505,2014-07-09 16:40:00,2
2506,2014-07-09 16:45:00,3
2507,2014-07-09 16:50:00,0
2508,2014-07-09 16:55:00,0
2509,2014-07-09 17:00:00,3
2510,2014-07-09 17:05:00,9
2511,2014-07-09 17:10:00,0
2512,2014-07-09 17:15:00,2
2513,2014-07-09 17:20:00,10
2514,2014-07-09 17:25:00,0
2515,2014-07-09 17:30:00,0
2516,2014-07-09 17:35:00,8
2517,2014-07-09 17:40:00,5
2518,2014-07-09 17:45:00,2
2519,2014-07-09 17:50:00,3
2520,2014-07-09 17:55:00,9
2521,2014-07-09 18:00:00,8
2522,2014-07-09 18:05:00,5
2523,2014-07-09 18:10:00,3
2524,2014-07-09 18:15:00,4
2525,2014-07-09 18:20:00,2
2526,2014-07-09 18:25:00,4
2527,2014-07-09 18:30:00,0
2528,2014-07-09 18:35:00,0
2529,2014-07-09 18:40:00,17
2530,2014-07-09 18:45:00,23
2531,2014-07-09 18:50:00,10
2532,2014-07-09 18:55:00,9
2533,2014-07-09 19:00:00,13
2534,2014-07-09 19:05:00,18
2535,2014-07-09 19:10:00,5
2536,2014-07-09 19:15:00,3
2537,2014-07-09 19:20:00,18
2538,2014-07-09 19:25:00,0
2539,2014-07-09 19:30:00,3
2540,2014-07-09 19:35:00,0
2541,2014-07-09 19:40:00,1
2542,2014-07-09 19:45:00,9
2543,2014-07-09 19:50:00,0
2544,2014-07-09 19:55:00,0
2545,2014-07-09 20:00:00,36
2546,2014-07-09 20:05:00,2
2547,2014-07-09 20:10:00,0
2548,2014-07-09 20:15:00,4
2549,2014-07-09 20:20:00,4
2550,2014-07-09 20:25:00,10
2551,2014-07-09 20:30:00,22
2552,2014-07-09 20:35:00,34
2553,2014-07-09 20:40:00,44
2554,2014-07-09 20:45:00,12
2555,2014-07-09 20:50:00,3
2556,2014-07-09 20:55:00,3
2557,2014-07-09 21:00:00,16
2558,2014-07-09 21:05:00,16
2559,2014-07-09 21:10:00,9
2560,2014-07-09 21:15:00,0
2561,2014-07-09 21:20:00,0
2562,2014-07-09 21:25:00,4
2563,2014-07-09 21:30:00,7
2564,2014-07-09 21:35:00,0
2565,2014-07-09 21:40:00,3
2566,2014-07-09 21:45:00,2
2567,2014-07-09 21:50:00,0
2568,2014-07-09 21:55:00,3
2569,2014-07-09 22:00:00,2
2570,2014-07-09 22:05:00,0
2571,2014-07-09 22:10:00,6
2572,2014-07-09 22:15:00,2
2573,2014-07-09 22:20:00,1
2574,2014-07-09 22:25:00,4
2575,2014-07-09 22:30:00,8
2576,2014-07-09 22:35:00,2
2577,2014-07-09 22:40:00,3
2578,2014-07-09 22:45:00,10
2579,2014-07-09 22:50:00,7
2580,2014-07-09 22:55:00,0
2581,2014-07-09 23:00:00,0
2582,2014-07-09 23:05:00,1
2583,2014-07-09 23:10:00,4
2584,2014-07-09 23:15:00,2
2585,2014-07-09 23:20:00,5
2586,2014-07-09 23:25:00,3
2587,2014-07-09 23:30:00,4
2588,2014-07-09 23:35:00,2
2589,2014-07-09 23:40:00,0
2590,2014-07-09 23:45:00,0
2591,2014-07-09 23:50:00,0
2592,2014-07-09 23:55:00,0
2593,2014-07-10 00:00:00,1
2594,2014-07-10 00:05:00,3
2595,2014-07-10 00:10:00,0
2596,2014-07-10 00:15:00,2
2597,2014-07-10 00:20:00,0
2598,2014-07-10 00:25:00,8
2599,2014-07-10 00:30:00,0
2600,2014-07-10 00:35:00,3
2601,2014-07-10 00:40:00,0
2602,2014-07-10 00:45:00,5
2603,2014-07-10 00:50:00,7
2604,2014-07-10 00:55:00,0
2605,2014-07-10 01:00:00,0
2606,2014-07-10 01:05:00,0
2607,2014-07-10 01:10:00,0
2608,2014-07-10 01:15:00,0
2609,2014-07-10 01:20:00,0
2610,2014-07-10 01:25:00,0
2611,2014-07-10 01:30:00,0
2612,2014-07-10 01:35:00,9
2613,2014-07-10 01:40:00,0
2614,2014-07-10 01:45:00,0
2615,2014-07-10 01:50:00,0
2616,2014-07-10 01:55:00,0
2617,2014-07-10 02:00:00,0
2618,2014-07-10 02:05:00,0
2619,2014-07-10 02:10:00,0
2620,2014-07-10 02:15:00,0
2621,2014-07-10 02:20:00,3
2622,2014-07-10 02:25:00,2
2623,2014-07-10 02:30:00,9
2624,2014-07-10 02:35:00,1
2625,2014-07-10 02:40:00,5
2626,2014-07-10 02:45:00,0
2627,2014-07-10 02:50:00,0
2628,2014-07-10 02:55:00,0
2629,2014-07-10 03:00:00,0
2630,2014-07-10 03:05:00,0
2631,2014-07-10 03:10:00,1
2632,2014-07-10 03:15:00,0
2633,2014-07-10 03:20:00,0
2634,2014-07-10 03:25:00,0
2635,2014-07-10 03:30:00,0
2636,2014-07-10 03:35:00,6
2637,2014-07-10 03:40:00,0
2638,2014-07-10 03:45:00,0
2639,2014-07-10 03:50:00,3
2640,2014-07-10 03:55:00,0
2641,2014-07-10 04:00:00,0
2642,2014-07-10 04:05:00,0
2643,2014-07-10 04:10:00,0
2644,2014-07-10 04:15:00,0
2645,2014-07-10 04:20:00,0
2646,2014-07-10 04:25:00,0
2647,2014-07-10 04:30:00,0
2648,2014-07-10 04:35:00,0
2649,2014-07-10 04:40:00,0
2650,2014-07-10 04:45:00,0
2651,2014-07-10 04:50:00,0
2652,2014-07-10 04:55:00,0
2653,2014-07-10 05:00:00,4
2654,2014-07-10 05:05:00,0
2655,2014-07-10 05:10:00,0
2656,2014-07-10 05:15:00,0
2657,2014-07-10 05:20:00,0
2658,2014-07-10 05:25:00,0
2659,2014-07-10 05:30:00,0
2660,2014-07-10 05:35:00,24
2661,2014-07-10 05:40:00,28
2662,2014-07-10 05:45:00,0
2663,2014-07-10 05:50:00,1
2664,2014-07-10 05:55:00,0
2665,2014-07-10 06:00:00,5
2666,2014-07-10 06:05:00,6
2667,2014-07-10 06:10:00,3
2668,2014-07-10 06:15:00,1
2669,2014-07-10 06:20:00,0
2670,2014-07-10 06:25:00,0
2671,2014-07-10 06:30:00,2
2672,2014-07-10 06:35:00,5
2673,2014-07-10 06:40:00,4
2674,2014-07-10 06:45:00,0
2675,2014-07-10 06:50:00,0
2676,2014-07-10 06:55:00,1
2677,2014-07-10 07:00:00,1
2678,2014-07-10 07:05:00,4
2679,2014-07-10 07:10:00,0
2680,2014-07-10 07:15:00,2
2681,2014-07-10 07:20:00,7
2682,2014-07-10 07:25:00,3
2683,2014-07-10 07:30:00,0
2684,2014-07-10 07:35:00,9
2685,2014-07-10 07:40:00,2
2686,2014-07-10 07:45:00,3
2687,2014-07-10 07:50:00,1
2688,2014-07-10 07:55:00,3
2689,2014-07-10 08:00:00,17
2690,2014-07-10 08:05:00,0
2691,2014-07-10 08:10:00,1
2692,2014-07-10 08:15:00,3
2693,2014-07-10 08:20:00,11
2694,2014-07-10 08:25:00,0
2695,2014-07-10 08:30:00,3
2696,2014-07-10 08:35:00,3
2697,2014-07-10 08:40:00,5
2698,2014-07-10 08:45:00,9
2699,2014-07-10 08:50:00,11
2700,2014-07-10 08:55:00,9
2701,2014-07-10 09:00:00,3
2702,2014-07-10 09:05:00,10
2703,2014-07-10 09:10:00,15
2704,2014-07-10 09:15:00,6
2705,2014-07-10 09:20:00,12
2706,2014-07-10 09:25:00,0
2707,2014-07-10 09:30:00,14
2708,2014-07-10 09:35:00,7
2709,2014-07-10 09:40:00,31
2710,2014-07-10 09:45:00,4
2711,2014-07-10 09:50:00,1
2712,2014-07-10 09:55:00,1
2713,2014-07-10 10:00:00,3
2714,2014-07-10 10:05:00,15
2715,2014-07-10 10:10:00,6
2716,2014-07-10 10:15:00,0
2717,2014-07-10 10:20:00,2
2718,2014-07-10 10:25:00,6
2719,2014-07-10 10:30:00,1
2720,2014-07-10 10:35:00,1
2721,2014-07-10 10:40:00,2
2722,2014-07-10 10:45:00,3
2723,2014-07-10 10:50:00,13
2724,2014-07-10 10:55:00,3
2725,2014-07-10 11:00:00,2
2726,2014-07-10 11:05:00,1
2727,2014-07-10 11:10:00,0
2728,2014-07-10 11:15:00,3
2729,2014-07-10 11:20:00,0
2730,2014-07-10 11:25:00,3
2731,2014-07-10 11:30:00,4
2732,2014-07-10 11:35:00,0
2733,2014-07-10 11:40:00,0
2734,2014-07-10 11:45:00,4
2735,2014-07-10 11:50:00,11
2736,2014-07-10 11:55:00,9
2737,2014-07-10 12:00:00,3
2738,2014-07-10 12:05:00,11
2739,2014-07-10 12:10:00,18
2740,2014-07-10 12:15:00,30
2741,2014-07-10 12:20:00,10
2742,2014-07-10 12:25:00,0
2743,2014-07-10 12:30:00,7
2744,2014-07-10 12:35:00,1
2745,2014-07-10 12:40:00,6
2746,2014-07-10 12:45:00,5
2747,2014-07-10 12:50:00,0
2748,2014-07-10 12:55:00,15
2749,2014-07-10 13:00:00,12
2750,2014-07-10 13:05:00,2
2751,2014-07-10 13:10:00,11
2752,2014-07-10 13:15:00,2
2753,2014-07-10 13:20:00,4
2754,2014-07-10 13:25:00,2
2755,2014-07-10 13:30:00,4
2756,2014-07-10 13:35:00,7
2757,2014-07-10 13:40:00,0
2758,2014-07-10 13:45:00,6
2759,2014-07-10 13:50:00,0
2760,2014-07-10 13:55:00,0
2761,2014-07-10 14:00:00,25
2762,2014-07-10 14:05:00,6
2763,2014-07-10 14:10:00,5
2764,2014-07-10 14:15:00,3
2765,2014-07-10 14:20:00,1
2766,2014-07-10 14:25:00,14
2767,2014-07-10 14:30:00,2
2768,2014-07-10 14:35:00,7
2769,2014-07-10 14:40:00,0
2770,2014-07-10 14:45:00,3
2771,2014-07-10 14:50:00,0
2772,2014-07-10 14:55:00,9
2773,2014-07-10 15:00:00,14
2774,2014-07-10 15:05:00,0
2775,2014-07-10 15:10:00,7
2776,2014-07-10 15:15:00,14
2777,2014-07-10 15:20:00,11
2778,2014-07-10 15:25:00,5
2779,2014-07-10 15:30:00,0
2780,2014-07-10 15:35:00,13
2781,2014-07-10 15:40:00,3
2782,2014-07-10 15:45:00,1
2783,2014-07-10 15:50:00,0
2784,2014-07-10 15:55:00,18
2785,2014-07-10 16:00:00,0
2786,2014-07-10 16:05:00,3
2787,2014-07-10 16:10:00,3
2788,2014-07-10 16:15:00,0
2789,2014-07-10 16:20:00,1
2790,2014-07-10 16:25:00,14
2791,2014-07-10 16:30:00,0
2792,2014-07-10 16:35:00,3
2793,2014-07-10 16:40:00,0
